,TIME,GEO,UNIT,SEX,AGE,ICD10,Value,Flag and Footnotes
424,2004,France,Number,Males,Total,Mental and behavioural disorders (F00-F99),6921,
425,2004,France,Number,Males,Total,Mental and behavioural disorders due to use of alcohol,2371,
426,2004,France,Number,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",144,
427,2004,France,Number,Males,Total,Diseases of the nervous system and the sense organs (G00-H95),9980,
428,2004,France,Number,Males,Total,Meningitis,83,
429,2004,France,Number,Males,Total,Diseases of the circulatory system (I00-I99),70815,
430,2004,France,Number,Males,Total,Ischaemic heart diseases,23420,
431,2004,France,Number,Males,Total,"Other heart diseases (I30-I33, I39-I52)",18837,
432,2004,France,Number,Males,Total,Cerebrovascular diseases,14515,
433,2004,France,Number,Males,Total,Diseases of the respiratory system (J00-J99),16230,
434,2004,France,Number,Males,Total,Influenza,56,
435,2004,France,Number,Males,Total,Pneumonia,4506,
436,2004,France,Number,Males,Total,Chronic lower respiratory diseases,5446,
437,2004,France,Number,Males,Total,Asthma and status asthmaticus,410,
438,2004,France,Number,Males,Total,Diseases of the digestive system (K00-K93),12538,
439,2004,France,Number,Males,Total,"Ulcer of stomach, duodenum and jejunum",412,
440,2004,France,Number,Males,Total,Chronic liver disease,5601,
441,2004,France,Number,Males,Total,Diseases of the skin and subcutaneous tissue (L00-L99),555,
442,2004,France,Number,Males,Total,Diseases of the musculoskeletal system and connective tissue (M00-M99),1251,
443,2004,France,Number,Males,Total,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",152,
444,2004,France,Number,Males,Total,Diseases of the genitourinary system  (N00-N99),3973,
445,2004,France,Number,Males,Total,Diseases of kidney and ureter,3106,
446,2004,France,Number,Males,Total,"Pregnancy, childbirth and the puerperium (O00-O99)",0,
447,2004,France,Number,Males,Total,Certain conditions originating in the perinatal period (P00-P96),889,
448,2004,France,Number,Males,Total,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",831,
449,2004,France,Number,Males,Total,Congenital malformations of the nervous system,87,
450,2004,France,Number,Males,Total,Congenital malformations of the circulatory system,340,
451,2004,France,Number,Males,Total,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",14974,
452,2004,France,Number,Males,Total,Sudden infant death syndrome,160,
453,2004,France,Number,Males,Total,Ill-defined and unknown causes of mortality,6642,
454,2004,France,Number,Males,Total,External causes of morbidity and mortality (V01-Y89),23129,
455,2004,France,Number,Males,Total,Accidents,13599,
456,2004,France,Number,Males,Total,Transport accidents (V01-V99),4237,
457,2004,France,Number,Males,Total,Falls,2625,
458,2004,France,Number,Males,Total,Accidental poisoning by and exposure to noxious substances,467,
459,2004,France,Number,Males,Total,Intentional self-harm,8000,
460,2004,France,Number,Males,Total,Assault,311,
461,2004,France,Number,Males,Total,Event of undetermined intent,399,
462,2004,France,Number,Females,Total,All causes of death (A00-Y89) excluding S00-T98,250788,
463,2004,France,Number,Females,Total,Certain infectious and parasitic diseases (A00-B99),4824,
464,2004,France,Number,Females,Total,Tuberculosis,404,
465,2004,France,Number,Females,Total,Meningococcal infection,18,
466,2004,France,Number,Females,Total,Viral hepatitis,342,
467,2004,France,Number,Females,Total,Human immunodeficiency virus [HIV] disease,252,
468,2004,France,Number,Females,Total,Neoplasms,62907,
469,2004,France,Number,Females,Total,Malignant neoplasms (C00-C97),59794,
470,2004,France,Number,Females,Total,"Malignant neoplasm of lip, oral cavity, pharynx",740,
471,2004,France,Number,Females,Total,Malignant neoplasm of oesophagus,697,
472,2004,France,Number,Females,Total,Malignant neoplasm of stomach,1894,
473,2004,France,Number,Females,Total,Malignant neoplasm of colon,5853,
474,2004,France,Number,Females,Total,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",1879,
475,2004,France,Number,Females,Total,Malignant neoplasm of liver and intrahepatic bile ducts,1839,
476,2004,France,Number,Females,Total,Malignant neoplasm of pancreas,3773,
477,2004,France,Number,Females,Total,"Malignant neoplasm of larynx,  trachea, bronchus and lung",5677,
478,2004,France,Number,Females,Total,Malignant melanoma of skin,661,
479,2004,France,Number,Females,Total,Malignant neoplasm of breast,11333,
480,2004,France,Number,Females,Total,Malignant neoplasm of cervix uteri,768,
481,2004,France,Number,Females,Total,Malignant neoplasm of other parts of uterus,2254,
482,2004,France,Number,Females,Total,Malignant neoplasm of ovary,3272,
483,2004,France,Number,Females,Total,Malignant neoplasm of prostate,0,
484,2004,France,Number,Females,Total,"Malignant neoplasm of kidney, except renal pelvis",1089,
485,2004,France,Number,Females,Total,Malignant neoplasm of bladder,1153,
486,2004,France,Number,Females,Total,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",5894,
487,2004,France,Number,Females,Total,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1161,
488,2004,France,Number,Females,Total,"Endocrine, nutritional and metabolic diseases (E00-E90)",11101,
489,2004,France,Number,Females,Total,Diabetes mellitus,6053,
490,2004,France,Number,Females,Total,Mental and behavioural disorders (F00-F99),9372,
491,2004,France,Number,Females,Total,Mental and behavioural disorders due to use of alcohol,581,
492,2004,France,Number,Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",22,
493,2004,France,Number,Females,Total,Diseases of the nervous system and the sense organs (G00-H95),13853,
494,2004,France,Number,Females,Total,Meningitis,97,
495,2004,France,Number,Females,Total,Diseases of the circulatory system (I00-I99),79510,
496,2004,France,Number,Females,Total,Ischaemic heart diseases,17812,
497,2004,France,Number,Females,Total,"Other heart diseases (I30-I33, I39-I52)",24405,
498,2004,France,Number,Females,Total,Cerebrovascular diseases,20024,
499,2004,France,Number,Females,Total,Diseases of the respiratory system (J00-J99),14563,
500,2004,France,Number,Females,Total,Influenza,107,
501,2004,France,Number,Females,Total,Pneumonia,5176,
502,2004,France,Number,Females,Total,Chronic lower respiratory diseases,3286,
503,2004,France,Number,Females,Total,Asthma and status asthmaticus,753,
504,2004,France,Number,Females,Total,Diseases of the digestive system (K00-K93),10809,
505,2004,France,Number,Females,Total,"Ulcer of stomach, duodenum and jejunum",431,
506,2004,France,Number,Females,Total,Chronic liver disease,2327,
507,2004,France,Number,Females,Total,Diseases of the skin and subcutaneous tissue (L00-L99),1354,
508,2004,France,Number,Females,Total,Diseases of the musculoskeletal system and connective tissue (M00-M99),2279,
509,2004,France,Number,Females,Total,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",475,
510,2004,France,Number,Females,Total,Diseases of the genitourinary system  (N00-N99),4052,
511,2004,France,Number,Females,Total,Diseases of kidney and ureter,3194,
512,2004,France,Number,Females,Total,"Pregnancy, childbirth and the puerperium (O00-O99)",61,
513,2004,France,Number,Females,Total,Certain conditions originating in the perinatal period (P00-P96),676,
514,2004,France,Number,Females,Total,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",745,
515,2004,France,Number,Females,Total,Congenital malformations of the nervous system,74,
516,2004,France,Number,Females,Total,Congenital malformations of the circulatory system,293,
517,2004,France,Number,Females,Total,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",18342,
518,2004,France,Number,Females,Total,Sudden infant death syndrome,106,
519,2004,France,Number,Females,Total,Ill-defined and unknown causes of mortality,5143,
520,2004,France,Number,Females,Total,External causes of morbidity and mortality (V01-Y89),15179,
521,2004,France,Number,Females,Total,Accidents,11078,
522,2004,France,Number,Females,Total,Transport accidents (V01-V99),1390,
523,2004,France,Number,Females,Total,Falls,2799,
524,2004,France,Number,Females,Total,Accidental poisoning by and exposure to noxious substances,466,
525,2004,France,Number,Females,Total,Intentional self-harm,2979,
526,2004,France,Number,Females,Total,Assault,213,
527,2004,France,Number,Females,Total,Event of undetermined intent,87,
