,TIME,GEO,UNIT,SEX,AGE,ICD10,Value,Flag and Footnotes
71,2001,France,Number,Females,Total,Human immunodeficiency virus [HIV] disease,248,
72,2001,France,Number,Females,Total,Neoplasms,61421,
73,2001,France,Number,Females,Total,Malignant neoplasms (C00-C97),58262,
74,2001,France,Number,Females,Total,"Malignant neoplasm of lip, oral cavity, pharynx",738,
75,2001,France,Number,Females,Total,Malignant neoplasm of oesophagus,699,
76,2001,France,Number,Females,Total,Malignant neoplasm of stomach,2020,
77,2001,France,Number,Females,Total,Malignant neoplasm of colon,5786,
78,2001,France,Number,Females,Total,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",1780,
79,2001,France,Number,Females,Total,Malignant neoplasm of liver and intrahepatic bile ducts,1705,
80,2001,France,Number,Females,Total,Malignant neoplasm of pancreas,3554,
81,2001,France,Number,Females,Total,"Malignant neoplasm of larynx,  trachea, bronchus and lung",4624,
82,2001,France,Number,Females,Total,Malignant melanoma of skin,631,
83,2001,France,Number,Females,Total,Malignant neoplasm of breast,11088,
84,2001,France,Number,Females,Total,Malignant neoplasm of cervix uteri,793,
85,2001,France,Number,Females,Total,Malignant neoplasm of other parts of uterus,2192,
86,2001,France,Number,Females,Total,Malignant neoplasm of ovary,3260,
87,2001,France,Number,Females,Total,Malignant neoplasm of prostate,0,
88,2001,France,Number,Females,Total,"Malignant neoplasm of kidney, except renal pelvis",1125,
89,2001,France,Number,Females,Total,Malignant neoplasm of bladder,1029,
90,2001,France,Number,Females,Total,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",5976,
91,2001,France,Number,Females,Total,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1292,
92,2001,France,Number,Females,Total,"Endocrine, nutritional and metabolic diseases (E00-E90)",11668,
93,2001,France,Number,Females,Total,Diabetes mellitus,6223,
94,2001,France,Number,Females,Total,Mental and behavioural disorders (F00-F99),10527,
95,2001,France,Number,Females,Total,Mental and behavioural disorders due to use of alcohol,589,
96,2001,France,Number,Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",36,
97,2001,France,Number,Females,Total,Diseases of the nervous system and the sense organs (G00-H95),12230,
98,2001,France,Number,Females,Total,Meningitis,81,
99,2001,France,Number,Females,Total,Diseases of the circulatory system (I00-I99),87725,
100,2001,France,Number,Females,Total,Ischaemic heart diseases,20125,
101,2001,France,Number,Females,Total,"Other heart diseases (I30-I33, I39-I52)",26190,
102,2001,France,Number,Females,Total,Cerebrovascular diseases,22599,
103,2001,France,Number,Females,Total,Diseases of the respiratory system (J00-J99),15332,
104,2001,France,Number,Females,Total,Influenza,100,
105,2001,France,Number,Females,Total,Pneumonia,5773,
106,2001,France,Number,Females,Total,Chronic lower respiratory diseases,3291,
107,2001,France,Number,Females,Total,Asthma and status asthmaticus,871,
108,2001,France,Number,Females,Total,Diseases of the digestive system (K00-K93),11428,
109,2001,France,Number,Females,Total,"Ulcer of stomach, duodenum and jejunum",517,
110,2001,France,Number,Females,Total,Chronic liver disease,2602,
111,2001,France,Number,Females,Total,Diseases of the skin and subcutaneous tissue (L00-L99),1587,
112,2001,France,Number,Females,Total,Diseases of the musculoskeletal system and connective tissue (M00-M99),2518,
113,2001,France,Number,Females,Total,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",575,
114,2001,France,Number,Females,Total,Diseases of the genitourinary system  (N00-N99),3994,
115,2001,France,Number,Females,Total,Diseases of kidney and ureter,3056,
116,2001,France,Number,Females,Total,"Pregnancy, childbirth and the puerperium (O00-O99)",61,
117,2001,France,Number,Females,Total,Certain conditions originating in the perinatal period (P00-P96),748,
118,2001,France,Number,Females,Total,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",798,
119,2001,France,Number,Females,Total,Congenital malformations of the nervous system,92,
120,2001,France,Number,Females,Total,Congenital malformations of the circulatory system,312,
121,2001,France,Number,Females,Total,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",19862,
122,2001,France,Number,Females,Total,Sudden infant death syndrome,123,
123,2001,France,Number,Females,Total,Ill-defined and unknown causes of mortality,6249,
124,2001,France,Number,Females,Total,External causes of morbidity and mortality (V01-Y89),16977,
125,2001,France,Number,Females,Total,Accidents,13165,
126,2001,France,Number,Females,Total,Transport accidents (V01-V99),2125,
127,2001,France,Number,Females,Total,Falls,2791,
128,2001,France,Number,Females,Total,Accidental poisoning by and exposure to noxious substances,496,
129,2001,France,Number,Females,Total,Intentional self-harm,2827,
130,2001,France,Number,Females,Total,Assault,210,
131,2001,France,Number,Females,Total,Event of undetermined intent,202,
