,TIME,GEO,UNIT,SEX,AGE,ICD10,Value,Flag and Footnotes
710,2006,France,Number,Males,Total,"Pregnancy, childbirth and the puerperium (O00-O99)",0,
711,2006,France,Number,Males,Total,Certain conditions originating in the perinatal period (P00-P96),910,
712,2006,France,Number,Males,Total,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",843,
713,2006,France,Number,Males,Total,Congenital malformations of the nervous system,84,
714,2006,France,Number,Males,Total,Congenital malformations of the circulatory system,330,
715,2006,France,Number,Males,Total,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15332,
716,2006,France,Number,Males,Total,Sudden infant death syndrome,144,
717,2006,France,Number,Males,Total,Ill-defined and unknown causes of mortality,6860,
718,2006,France,Number,Males,Total,External causes of morbidity and mortality (V01-Y89),22914,
719,2006,France,Number,Males,Total,Accidents,13524,
720,2006,France,Number,Males,Total,Transport accidents (V01-V99),3828,
721,2006,France,Number,Males,Total,Falls,2610,
722,2006,France,Number,Males,Total,Accidental poisoning by and exposure to noxious substances,555,
723,2006,France,Number,Males,Total,Intentional self-harm,7740,
724,2006,France,Number,Males,Total,Assault,327,
725,2006,France,Number,Males,Total,Event of undetermined intent,414,
726,2006,France,Number,Females,Total,All causes of death (A00-Y89) excluding S00-T98,255160,
727,2006,France,Number,Females,Total,Certain infectious and parasitic diseases (A00-B99),4961,
728,2006,France,Number,Females,Total,Tuberculosis,341,
729,2006,France,Number,Females,Total,Meningococcal infection,17,
730,2006,France,Number,Females,Total,Viral hepatitis,335,
731,2006,France,Number,Females,Total,Human immunodeficiency virus [HIV] disease,218,
732,2006,France,Number,Females,Total,Neoplasms,64651,
733,2006,France,Number,Females,Total,Malignant neoplasms (C00-C97),61464,
734,2006,France,Number,Females,Total,"Malignant neoplasm of lip, oral cavity, pharynx",734,
735,2006,France,Number,Females,Total,Malignant neoplasm of oesophagus,719,
736,2006,France,Number,Females,Total,Malignant neoplasm of stomach,1784,
737,2006,France,Number,Females,Total,Malignant neoplasm of colon,5917,
738,2006,France,Number,Females,Total,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",1892,
739,2006,France,Number,Females,Total,Malignant neoplasm of liver and intrahepatic bile ducts,1972,
740,2006,France,Number,Females,Total,Malignant neoplasm of pancreas,4049,
741,2006,France,Number,Females,Total,"Malignant neoplasm of larynx,  trachea, bronchus and lung",6534,
742,2006,France,Number,Females,Total,Malignant melanoma of skin,741,
743,2006,France,Number,Females,Total,Malignant neoplasm of breast,11584,
744,2006,France,Number,Females,Total,Malignant neoplasm of cervix uteri,744,
745,2006,France,Number,Females,Total,Malignant neoplasm of other parts of uterus,2389,
746,2006,France,Number,Females,Total,Malignant neoplasm of ovary,3363,
747,2006,France,Number,Females,Total,Malignant neoplasm of prostate,0,
748,2006,France,Number,Females,Total,"Malignant neoplasm of kidney, except renal pelvis",1110,
749,2006,France,Number,Females,Total,Malignant neoplasm of bladder,1156,
750,2006,France,Number,Females,Total,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",5879,
751,2006,France,Number,Females,Total,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1272,
752,2006,France,Number,Females,Total,"Endocrine, nutritional and metabolic diseases (E00-E90)",11117,
753,2006,France,Number,Females,Total,Diabetes mellitus,6086,
754,2006,France,Number,Females,Total,Mental and behavioural disorders (F00-F99),9632,
755,2006,France,Number,Females,Total,Mental and behavioural disorders due to use of alcohol,619,
756,2006,France,Number,Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",25,
757,2006,France,Number,Females,Total,Diseases of the nervous system and the sense organs (G00-H95),16212,
758,2006,France,Number,Females,Total,Meningitis,76,
759,2006,France,Number,Females,Total,Diseases of the circulatory system (I00-I99),78832,
760,2006,France,Number,Females,Total,Ischaemic heart diseases,17030,
761,2006,France,Number,Females,Total,"Other heart diseases (I30-I33, I39-I52)",25073,
762,2006,France,Number,Females,Total,Cerebrovascular diseases,19390,
763,2006,France,Number,Females,Total,Diseases of the respiratory system (J00-J99),14546,
764,2006,France,Number,Females,Total,Influenza,77,
765,2006,France,Number,Females,Total,Pneumonia,5190,
766,2006,France,Number,Females,Total,Chronic lower respiratory diseases,3305,
767,2006,France,Number,Females,Total,Asthma and status asthmaticus,657,
768,2006,France,Number,Females,Total,Diseases of the digestive system (K00-K93),10820,
769,2006,France,Number,Females,Total,"Ulcer of stomach, duodenum and jejunum",393,
770,2006,France,Number,Females,Total,Chronic liver disease,2308,
771,2006,France,Number,Females,Total,Diseases of the skin and subcutaneous tissue (L00-L99),1284,
772,2006,France,Number,Females,Total,Diseases of the musculoskeletal system and connective tissue (M00-M99),2305,
773,2006,France,Number,Females,Total,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",449,
774,2006,France,Number,Females,Total,Diseases of the genitourinary system  (N00-N99),4331,
775,2006,France,Number,Females,Total,Diseases of kidney and ureter,3391,
776,2006,France,Number,Females,Total,"Pregnancy, childbirth and the puerperium (O00-O99)",68,
777,2006,France,Number,Females,Total,Certain conditions originating in the perinatal period (P00-P96),638,
778,2006,France,Number,Females,Total,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",724,
779,2006,France,Number,Females,Total,Congenital malformations of the nervous system,64,
780,2006,France,Number,Females,Total,Congenital malformations of the circulatory system,292,
781,2006,France,Number,Females,Total,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",18966,
782,2006,France,Number,Females,Total,Sudden infant death syndrome,113,
783,2006,France,Number,Females,Total,Ill-defined and unknown causes of mortality,5473,
784,2006,France,Number,Females,Total,External causes of morbidity and mortality (V01-Y89),14801,
785,2006,France,Number,Females,Total,Accidents,10861,
786,2006,France,Number,Females,Total,Transport accidents (V01-V99),1197,
787,2006,France,Number,Females,Total,Falls,2709,
788,2006,France,Number,Females,Total,Accidental poisoning by and exposure to noxious substances,510,
789,2006,France,Number,Females,Total,Intentional self-harm,2861,
790,2006,France,Number,Females,Total,Assault,159,
791,2006,France,Number,Females,Total,Event of undetermined intent,76,
