,TIME,GEO,UNIT,SEX,AGE,ICD10,Value,Flag and Footnotes
901,2007,France,Number,Females,Total,"Ulcer of stomach, duodenum and jejunum",413,
902,2007,France,Number,Females,Total,Chronic liver disease,2321,
903,2007,France,Number,Females,Total,Diseases of the skin and subcutaneous tissue (L00-L99),1200,
904,2007,France,Number,Females,Total,Diseases of the musculoskeletal system and connective tissue (M00-M99),2317,
905,2007,France,Number,Females,Total,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",494,
906,2007,France,Number,Females,Total,Diseases of the genitourinary system  (N00-N99),4528,
907,2007,France,Number,Females,Total,Diseases of kidney and ureter,3551,
908,2007,France,Number,Females,Total,"Pregnancy, childbirth and the puerperium (O00-O99)",70,
909,2007,France,Number,Females,Total,Certain conditions originating in the perinatal period (P00-P96),642,
910,2007,France,Number,Females,Total,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",711,
911,2007,France,Number,Females,Total,Congenital malformations of the nervous system,52,
912,2007,France,Number,Females,Total,Congenital malformations of the circulatory system,254,
913,2007,France,Number,Females,Total,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",19640,
914,2007,France,Number,Females,Total,Sudden infant death syndrome,85,
915,2007,France,Number,Females,Total,Ill-defined and unknown causes of mortality,5703,
916,2007,France,Number,Females,Total,External causes of morbidity and mortality (V01-Y89),14817,
917,2007,France,Number,Females,Total,Accidents,10951,
918,2007,France,Number,Females,Total,Transport accidents (V01-V99),1162,
919,2007,France,Number,Females,Total,Falls,2832,
920,2007,France,Number,Females,Total,Accidental poisoning by and exposure to noxious substances,517,
921,2007,France,Number,Females,Total,Intentional self-harm,2744,
922,2007,France,Number,Females,Total,Assault,166,
923,2007,France,Number,Females,Total,Event of undetermined intent,82,
