,TIME,GEO,UNIT,SEX,AGE,ICD10,Value,Flag and Footnotes
319,2003,France,Number,Males,Total,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",17010,
320,2003,France,Number,Males,Total,Sudden infant death syndrome,173,
321,2003,France,Number,Males,Total,Ill-defined and unknown causes of mortality,7523,
322,2003,France,Number,Males,Total,External causes of morbidity and mortality (V01-Y89),25133,
323,2003,France,Number,Males,Total,Accidents,15299,
324,2003,France,Number,Males,Total,Transport accidents (V01-V99),4811,
325,2003,France,Number,Males,Total,Falls,2788,
326,2003,France,Number,Males,Total,Accidental poisoning by and exposure to noxious substances,513,
327,2003,France,Number,Males,Total,Intentional self-harm,8187,
328,2003,France,Number,Males,Total,Assault,306,
329,2003,France,Number,Males,Total,Event of undetermined intent,506,
330,2003,France,Number,Females,Total,All causes of death (A00-Y89) excluding S00-T98,277858,
331,2003,France,Number,Females,Total,Certain infectious and parasitic diseases (A00-B99),5781,
332,2003,France,Number,Females,Total,Tuberculosis,441,
333,2003,France,Number,Females,Total,Meningococcal infection,18,
334,2003,France,Number,Females,Total,Viral hepatitis,329,
335,2003,France,Number,Females,Total,Human immunodeficiency virus [HIV] disease,250,
336,2003,France,Number,Females,Total,Neoplasms,63145,
337,2003,France,Number,Females,Total,Malignant neoplasms (C00-C97),59885,
338,2003,France,Number,Females,Total,"Malignant neoplasm of lip, oral cavity, pharynx",707,
339,2003,France,Number,Females,Total,Malignant neoplasm of oesophagus,690,
340,2003,France,Number,Females,Total,Malignant neoplasm of stomach,1878,
341,2003,France,Number,Females,Total,Malignant neoplasm of colon,6082,
342,2003,France,Number,Females,Total,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",1857,
343,2003,France,Number,Females,Total,Malignant neoplasm of liver and intrahepatic bile ducts,1856,
344,2003,France,Number,Females,Total,Malignant neoplasm of pancreas,3577,
345,2003,France,Number,Females,Total,"Malignant neoplasm of larynx,  trachea, bronchus and lung",5422,
346,2003,France,Number,Females,Total,Malignant melanoma of skin,684,
347,2003,France,Number,Females,Total,Malignant neoplasm of breast,11276,
348,2003,France,Number,Females,Total,Malignant neoplasm of cervix uteri,782,
349,2003,France,Number,Females,Total,Malignant neoplasm of other parts of uterus,2299,
350,2003,France,Number,Females,Total,Malignant neoplasm of ovary,3279,
351,2003,France,Number,Females,Total,Malignant neoplasm of prostate,0,
352,2003,France,Number,Females,Total,"Malignant neoplasm of kidney, except renal pelvis",1158,
353,2003,France,Number,Females,Total,Malignant neoplasm of bladder,1091,
354,2003,France,Number,Females,Total,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",6075,
355,2003,France,Number,Females,Total,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1360,
356,2003,France,Number,Females,Total,"Endocrine, nutritional and metabolic diseases (E00-E90)",14081,
357,2003,France,Number,Females,Total,Diabetes mellitus,6744,
358,2003,France,Number,Females,Total,Mental and behavioural disorders (F00-F99),11487,
359,2003,France,Number,Females,Total,Mental and behavioural disorders due to use of alcohol,656,
360,2003,France,Number,Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",31,
361,2003,France,Number,Females,Total,Diseases of the nervous system and the sense organs (G00-H95),15098,
362,2003,France,Number,Females,Total,Meningitis,67,
363,2003,France,Number,Females,Total,Diseases of the circulatory system (I00-I99),87738,
364,2003,France,Number,Females,Total,Ischaemic heart diseases,19741,
365,2003,France,Number,Females,Total,"Other heart diseases (I30-I33, I39-I52)",27084,
366,2003,France,Number,Females,Total,Cerebrovascular diseases,22116,
367,2003,France,Number,Females,Total,Diseases of the respiratory system (J00-J99),17572,
368,2003,France,Number,Females,Total,Influenza,283,
369,2003,France,Number,Females,Total,Pneumonia,6578,
370,2003,France,Number,Females,Total,Chronic lower respiratory diseases,3714,
371,2003,France,Number,Females,Total,Asthma and status asthmaticus,895,
372,2003,France,Number,Females,Total,Diseases of the digestive system (K00-K93),11556,
373,2003,France,Number,Females,Total,"Ulcer of stomach, duodenum and jejunum",481,
374,2003,France,Number,Females,Total,Chronic liver disease,2479,
375,2003,France,Number,Females,Total,Diseases of the skin and subcutaneous tissue (L00-L99),1680,
376,2003,France,Number,Females,Total,Diseases of the musculoskeletal system and connective tissue (M00-M99),2594,
377,2003,France,Number,Females,Total,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",555,
378,2003,France,Number,Females,Total,Diseases of the genitourinary system  (N00-N99),4437,
379,2003,France,Number,Females,Total,Diseases of kidney and ureter,3269,
380,2003,France,Number,Females,Total,"Pregnancy, childbirth and the puerperium (O00-O99)",66,
381,2003,France,Number,Females,Total,Certain conditions originating in the perinatal period (P00-P96),673,
382,2003,France,Number,Females,Total,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",774,
383,2003,France,Number,Females,Total,Congenital malformations of the nervous system,82,
384,2003,France,Number,Females,Total,Congenital malformations of the circulatory system,287,
385,2003,France,Number,Females,Total,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",22274,
386,2003,France,Number,Females,Total,Sudden infant death syndrome,90,
387,2003,France,Number,Females,Total,Ill-defined and unknown causes of mortality,6174,
388,2003,France,Number,Females,Total,External causes of morbidity and mortality (V01-Y89),17542,
389,2003,France,Number,Females,Total,Accidents,13624,
390,2003,France,Number,Females,Total,Transport accidents (V01-V99),1538,
391,2003,France,Number,Females,Total,Falls,3149,
392,2003,France,Number,Females,Total,Accidental poisoning by and exposure to noxious substances,507,
393,2003,France,Number,Females,Total,Intentional self-harm,2864,
394,2003,France,Number,Females,Total,Assault,197,
395,2003,France,Number,Females,Total,Event of undetermined intent,121,
